"CÓDIGO ÓRGÃO SUPERIOR";"NOME ÓRGÃO SUPERIOR";"CÓDIGO ÓRGÃO";"NOME ÓRGÃO";"CÓDIGO UNIDADE GESTORA";"NOME UNIDADE GESTORA";"CATEGORIA ECONÔMICA";"ORIGEM RECEITA";"ESPÉCIE RECEITA";"DETALHAMENTO";"VALOR PREVISTO ATUALIZADO";"VALOR LANÇADO";"VALOR REALIZADO";"PERCENTUAL REALIZADO";"DATA LANÇAMENTO";"ANO EXERCÍCIO"
"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com vínculo direto";"110060";"COORD. GERAL DE ORC. FIN. E ANAL. CONT. - AGU";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarciment";"OUTRAS RESTITUICOES";"0,00";"0,00";"58544,25";"0,00";"31/12/2014";"2014"
"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com vínculo direto";"110060";"COORD. GERAL DE ORC. FIN. E ANAL. CONT. - AGU";"Receitas Correntes";"Outras Receitas Correntes";"Bens, Direitos e Valores Incorporados ao Patr";"REC.DIV.ATIVA POR INFRAÇÃO ADMINISTRATIVA";"0,00";"0,00";"31431,12";"0,00";"31/12/2014";"2014"
"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com vínculo direto";"110060";"COORD. GERAL DE ORC. FIN. E ANAL. CONT. - AGU";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"OUTRAS MULTAS E JUROS DE MORA";"0,00";"0,00";"2195899,92";"0,00";"31/12/2014";"2014"
"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com vínculo direto";"110060";"COORD. GERAL DE ORC. FIN. E ANAL. CONT. - AGU";"Receitas Correntes";"Outras Receitas Correntes";"Demais receitas correntes";"RECEITA DE HONORÁRIOS DE ADVOGADOS";"0,00";"0,00";"46699948,08";"0,00";"31/12/2014";"2014"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas de Capital";"Transferências de Capital";"Transferências dos Municípios e de suas Ent";"Transferências dos Municípios e de suas Ent";"0,00";"0,00";"50368008,62";"0,00";"31/12/2014";"2014"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas Correntes";"Outras Receitas Correntes";"Bens, Direitos e Valores Incorporados ao Patr";"REC.DIVIDA ATIVA NAO TRIBUTARIA DE OUTRAS REC";"4746861,00";"0,00";"25870667,51";"545,0057945661353892600";"31/12/2014";"2014"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarciment";"OUTRAS RESTITUICOES";"0,00";"0,00";"36108509,11";"0,00";"31/12/2014";"2014"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"TARIFA PELO USO DO SISTEMA DE INFORM.DO BACEN";"182236036,00";"0,00";"155778653,55";"85,4818053384348197700";"31/12/2014";"2014"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"SERVICOS ADMINISTRATIVOS";"16118643,00";"0,00";"14584974,95";"90,4851292382367423800";"31/12/2014";"2014"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas Correntes";"Outras Receitas Correntes";"Demais receitas correntes";"OUTRAS RECEITAS";"30638065,00";"0,00";"3349910,29";"10,9338180789158845300";"31/12/2014";"2014"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas Correntes";"Transferências Correntes";"Transferências dos Municípios e de suas Ent";"Transferências dos Municípios e de suas Ent";"42000000,00";"0,00";"0,00";"0,00";"31/12/2014";"2014"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"OUTRAS MULTAS";"126541854,00";"0,00";"143256153,49";"113,2085147812043278500";"31/12/2014";"2014"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"OUTROS RECEITAS DE SERVICOS";"8718778,00";"0,00";"2350531,51";"26,9594146106254798500";"31/12/2014";"2014"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"SERVICOS DE PROCESSAMENTO DE DADOS";"8566284,00";"0,00";"9183211,95";"107,2018152795307743700";"31/12/2014";"2014"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"TARIFA PELO USO DO SIST.DE TRANSF. RES. BACEN";"30744685,00";"0,00";"34272416,66";"111,4742813595260449000";"31/12/2014";"2014"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas Correntes";"Receita Patrimonial";"Exploração do patrimônio imobiliário do E";"TAXA DE OCUPACAO DE OUTROS IMOVEIS";"16573,00";"0,00";"6130,67";"36,9919145598262233700";"31/12/2014";"2014"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas Correntes";"Outras Receitas Correntes";"Demais receitas correntes";"RECEITA DE HONORÁRIOS DE ADVOGADOS";"7310585,00";"0,00";"5863067,05";"80,1996974250350690100";"31/12/2014";"2014"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarciment";"RESTITUICAO DE CONTRIB. PREVID.COMPLEMENTARES";"0,00";"0,00";"182279476,92";"0,00";"31/12/2014";"2014"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"SERV.DE COM.LIVROS PERIOD.MAT.ESC.E PUBLICID.";"3730117,00";"0,00";"18356710,06";"492,1215624067556057800";"31/12/2014";"2014"
"37000";"Controladoria-Geral da União";"66000";"Controladoria-Geral da União";"110174";"DIRETORIA DE GESTAO INTERNA/SE/CGU";"Receitas Correntes";"Outras Receitas Correntes";"Demais receitas correntes";"OUTRAS RECEITAS";"0,00";"0,00";"1784,49";"0,00";"31/12/2014";"2014"
"37000";"Controladoria-Geral da União";"66000";"Controladoria-Geral da União";"110174";"DIRETORIA DE GESTAO INTERNA/SE/CGU";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"MULTAS E JUROS PREVISTOS EM CONTRATOS";"0,00";"0,00";"161363,48";"0,00";"31/12/2014";"2014"
"37000";"Controladoria-Geral da União";"66000";"Controladoria-Geral da União";"110174";"DIRETORIA DE GESTAO INTERNA/SE/CGU";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarciment";"OUTRAS INDENIZACOES";"0,00";"0,00";"748,50";"0,00";"31/12/2014";"2014"
"37000";"Controladoria-Geral da União";"66000";"Controladoria-Geral da União";"110174";"DIRETORIA DE GESTAO INTERNA/SE/CGU";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarciment";"RECUPERACAO DE DESPESAS DE EXERC. ANTERIORES";"0,00";"0,00";"16386,74";"0,00";"31/12/2014";"2014"
"37000";"Controladoria-Geral da União";"66000";"Controladoria-Geral da União";"110174";"DIRETORIA DE GESTAO INTERNA/SE/CGU";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"OUTROS SERVICOS FINANCEIROS";"4836000,00";"0,00";"0,00";"0,00";"31/12/2014";"2014"
"37000";"Controladoria-Geral da União";"66000";"Controladoria-Geral da União";"110174";"DIRETORIA DE GESTAO INTERNA/SE/CGU";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarciment";"OUTRAS RESTITUICOES";"0,00";"0,00";"81202,40";"0,00";"31/12/2014";"2014"
"37000";"Controladoria-Geral da União";"66000";"Controladoria-Geral da União";"110174";"DIRETORIA DE GESTAO INTERNA/SE/CGU";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarciment";"RESTITUICOES DE CONVENIOS - PRIMARIAS";"0,00";"0,00";"3905,55";"0,00";"31/12/2014";"2014"
"37000";"Controladoria-Geral da União";"66000";"Controladoria-Geral da União";"110174";"DIRETORIA DE GESTAO INTERNA/SE/CGU";"Receitas de Capital";"Transferências de Capital";"Transferências de Instituições Privadas";"Transferências de Instituições Privadas";"213180,00";"0,00";"0,00";"0,00";"31/12/2014";"2014"
"37000";"Controladoria-Geral da União";"66000";"Controladoria-Geral da União";"110174";"DIRETORIA DE GESTAO INTERNA/SE/CGU";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"SERVICOS ADMINISTRATIVOS";"0,00";"0,00";"1556,02";"0,00";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22905";"Fundo de Defesa da Economia Cafeeira";"130137";"FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA";"Receitas de Capital";"Outras Receitas de Capital";"Receita dívida ativa proveniente de amortiza";"Receita dívida ativa proveniente de amortiza";"2060318,00";"0,00";"2347119,36";"113,9202472628011792300";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"TAR.INSCR.CONCURSOS E PROCESSOS SELETIVOS";"0,00";"0,00";"20108318,04";"0,00";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA/SETORIAL";"Receitas Correntes";"Transferências Correntes";"Transferências de Convênios";"TRANSFER. CONVENIOS DE INSTITUICOES PRIVADAS";"945630,00";"0,00";"1153231,82";"121,9538106870551907100";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22905";"Fundo de Defesa da Economia Cafeeira";"130137";"FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarciment";"RESTITUICOES DE CONVENIOS - PRIMARIAS";"0,00";"0,00";"22035,31";"0,00";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"SERV.CONS,ASS.TEC.E AN.PROJ-APLICAÇÕES LIVR";"5400,00";"0,00";"16773,30";"310,6166666666666666600";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA/SETORIAL";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"MULTAS E JUROS PREVISTOS EM CONTRATOS";"428761,00";"0,00";"497264,86";"115,9771667665669218900";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22905";"Fundo de Defesa da Economia Cafeeira";"130137";"FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA";"Receitas Correntes";"Receita Patrimonial";"Valores Mobiliários";"REMUNERACAO DE DEPOSITOS BANCARIOS";"306690464,00";"0,00";"282369773,35";"92,0699553768975353500";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"OUTRAS MULTAS";"21449857,00";"0,00";"25445056,48";"118,6257627731504224000";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA/SETORIAL";"Receitas de Capital";"Transferências de Capital";"Transferências de Pessoas Físicas";"TRANSF.DE CONV.DOS ESTADOS,DF E S/ENTIDADES";"19000,00";"0,00";"420000,00";"2210,5263157894736842100";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22905";"Fundo de Defesa da Economia Cafeeira";"130137";"FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"OUTRAS MULTAS E JUROS DE MORA";"599,00";"0,00";"0,00";"0,00";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarciment";"OUTRAS INDENIZACOES";"0,00";"0,00";"2850899,83";"0,00";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA/SETORIAL";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"SERV.CONS,ASS.TEC.E AN.PROJ-APLICAÇÕES LIVR";"7824,00";"0,00";"15230,37";"194,6621932515337423300";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22905";"Fundo de Defesa da Economia Cafeeira";"130137";"FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA";"Receitas de Capital";"Alienação de Bens";"Alienação de bens móveis";"ALIENACAO DE ESTOQUES PROPRIOS DO FUNCAFE";"8895890,00";"0,00";"75669,35";"0,8506102256210452200";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"Receitas Correntes";"Transferências Correntes";"Transferências de Convênios";"TRANSFERENCIAS CONVENIOS DA UNIAO E ENTIDADES";"717507,00";"0,00";"255977,20";"35,6759167506379728600";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA/SETORIAL";"Receitas de Capital";"Alienação de Bens";"Alienação de bens móveis";"ALIENACAO DE EQUIPAMENTOS";"183074,00";"0,00";"211017,08";"115,2632705900346308000";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22905";"Fundo de Defesa da Economia Cafeeira";"130137";"FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA";"Receitas de Capital";"Outras Receitas de Capital";"Receita dívida ativa alienação de estoques";"Receita dívida ativa alienação de estoques";"739701,00";"0,00";"996847,77";"134,7636098910235351800";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarciment";"RECUPERACAO DE DESPESAS DE EXERC. ANTERIORES";"0,00";"0,00";"31136472,33";"0,00";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA/SETORIAL";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"OUTRAS MULTAS";"255763,00";"0,00";"347237,97";"135,7655212051782314000";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22905";"Fundo de Defesa da Economia Cafeeira";"130137";"FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"JUROS DE EMPRESTIMOS";"176813767,00";"0,00";"132835353,73";"75,1272686419265079000";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"MULTAS POR AUTOS DE INFRACAO";"11789,00";"0,00";"0,00";"0,00";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA/SETORIAL";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarciment";"OUTRAS INDENIZACOES";"57514,00";"0,00";"66470,00";"115,5718607643356400100";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22905";"Fundo de Defesa da Economia Cafeeira";"130137";"FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA";"Receitas de Capital";"Amortizações de Empréstimos";"Amortizações de Empréstimos";"AMORTIZACOES DE CONTRATOS";"3512717605,00";"0,00";"2367077706,79";"67,3859379820542107000";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"SERVICOS AGROPECUARIOS";"7541699,00";"0,00";"12361173,75";"163,9043635923417256500";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA/SETORIAL";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"SERVICOS AGROPECUARIOS";"72855,00";"0,00";"76869,97";"105,5109052227026285000";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22905";"Fundo de Defesa da Economia Cafeeira";"130137";"FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"PARCEL-OUTRAS MULTA/J DE MORA DIV AT OUT REC";"52757,00";"0,00";"30871,74";"58,5168603218530242400";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"Receitas Correntes";"Contribuições";"Contribuições sociais";"CONTRIBUICAO INDUSTRIAL RURAL";"9827153,00";"0,00";"44671475,70";"454,5718958481668088400";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA/SETORIAL";"Receitas Correntes";"Transferências Correntes";"Transferências de Convênios";"TRANSFERENCIAS CONVENIOS DA UNIAO E ENTIDADES";"1493432,00";"0,00";"182272,40";"12,2049346739590419900";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"Receitas Correntes";"Receita Patrimonial";"Exploração do patrimônio imobiliário do E";"TAXA DE OCUPACAO DE OUTROS IMOVEIS";"38149,00";"0,00";"240244,98";"629,7543316993892369300";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA/SETORIAL";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"SERVICOS DE ARMAZENAGEM";"7050,00";"0,00";"0,00";"0,00";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"SERVICOS DE ESTUDOS E PESQUISAS";"33600,00";"0,00";"72614,83";"216,1155654761904761900";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA/SETORIAL";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"OUTROS RECEITAS DE SERVICOS";"0,00";"0,00";"-35,22";"0,00";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"Receitas Correntes";"Receita Agropecuária";"Receita da produção animal e derivados";"Receita da produção animal e derivados";"298953,00";"0,00";"113048,74";"37,8148872899753472900";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA/SETORIAL";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarciment";"RECUPERACAO DE DESPESAS DE EXERC. ANTERIORES";"4027599,00";"0,00";"3194986,79";"79,3273309979469157600";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"Receitas Correntes";"Contribuições";"Contribuições sociais";"ADICIONAL A CONTRIBUICAO PREVIDENCIARIA";"9301625,00";"0,00";"178685902,80";"1921,0181317780495343500";"31/12/2014";"2014"
"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA/SETORIAL";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"CERTIFICACAO DE PRODUTOS E SERVICOS";"0,00";"0,00";"25804,02";"0,00";"31/12/2014";"2014"
