"CÓDIGO ÓRGÃO SUPERIOR";"NOME ÓRGÃO SUPERIOR";"CÓDIGO ÓRGÃO";"NOME ÓRGÃO";"CÓDIGO UNIDADE GESTORA";"NOME UNIDADE GESTORA";"CATEGORIA ECONÔMICA";"ORIGEM RECEITA";"ESPÉCIE RECEITA";"DETALHAMENTO";"VALOR PREVISTO ATUALIZADO";"VALOR LANÇADO";"VALOR REALIZADO";"PERCENTUAL REALIZADO";"DATA LANÇAMENTO";"ANO EXERCÍCIO"
"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com vínculo direto";"110060";"COORD. GERAL DE ORC. FIN. E ANAL. CONT. - AGU";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarciment";"OUTRAS INDENIZACOES";"0,00";"0,00";"1256728,01";"0,00";"31/12/2013";"2013"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas de Capital";"Transferências de Capital";"Transferências dos Municípios e de suas Ent";"Transferências dos Municípios e de suas Ent";"0,00";"0,00";"17308329,70";"0,00";"31/12/2013";"2013"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarciment";"RESTITUICAO DE CONTRIB. PREVID.COMPLEMENTARES";"0,00";"0,00";"182279476,92";"0,00";"31/12/2013";"2013"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"SERVICOS ADMINISTRATIVOS";"12029411,00";"0,00";"13923464,23";"115,7451867759776434600";"31/12/2013";"2013"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas Correntes";"Transferências Correntes";"Transferências dos Municípios e de suas Ent";"Transferências dos Municípios e de suas Ent";"40000000,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"TARIFA PELO USO DO SISTEMA DE INFORM.DO BACEN";"158250775,00";"0,00";"158481479,08";"100,1457838547710113800";"31/12/2013";"2013"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas de Capital";"Alienação de Bens";"Alienação de bens móveis";"ALIENACAO DE OUTROS BENS MOVEIS";"91426,00";"0,00";"2320,13";"2,5377135606938945100";"31/12/2013";"2013"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas Correntes";"Outras Receitas Correntes";"Demais receitas correntes";"RECEITA DE HONORÁRIOS DE ADVOGADOS";"8492122,00";"0,00";"6403443,62";"75,4045175045765946300";"31/12/2013";"2013"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"SERV.DE COM.LIVROS PERIOD.MAT.ESC.E PUBLICID.";"870004,00";"0,00";"1252998,50";"144,0221539211313970900";"31/12/2013";"2013"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarciment";"OUTRAS RESTITUICOES";"3266793,00";"0,00";"166806154,68";"5106,1133864312798515200";"31/12/2013";"2013"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas Correntes";"Receita Patrimonial";"Exploração do patrimônio imobiliário do E";"TAXA DE OCUPACAO DE OUTROS IMOVEIS";"16969,00";"0,00";"14520,00";"85,5678001060757852500";"31/12/2013";"2013"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas Correntes";"Outras Receitas Correntes";"Bens, Direitos e Valores Incorporados ao Patr";"REC.DIVIDA ATIVA NAO TRIBUTARIA DE OUTRAS REC";"6980485,00";"0,00";"7162342,43";"102,6052262844200653600";"31/12/2013";"2013"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"OUTROS RECEITAS DE SERVICOS";"5592710,00";"0,00";"6518977,19";"116,5620457702974050100";"31/12/2013";"2013"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"TARIFA PELO USO DO SIST.DE TRANSF. RES. BACEN";"15671998,00";"0,00";"30212959,68";"192,7830751382178583700";"31/12/2013";"2013"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"OUTRAS MULTAS";"103789778,00";"0,00";"58586832,29";"56,4475937986879594200";"31/12/2013";"2013"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas Correntes";"Outras Receitas Correntes";"Demais receitas correntes";"OUTRAS RECEITAS";"3216889,00";"0,00";"25303241,99";"786,5749172570144633500";"31/12/2013";"2013"
"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057";"BANCO CENTRAL DO BRASIL";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"SERVICOS DE PROCESSAMENTO DE DADOS";"8000000,00";"0,00";"6559675,56";"81,9959445000000000000";"31/12/2013";"2013"
"37000";"Controladoria-Geral da União";"66000";"Controladoria-Geral da União";"110174";"DIRETORIA DE GESTAO INTERNA/SE/CGU";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarciment";"OUTRAS RESTITUICOES";"0,00";"0,00";"305827,92";"0,00";"31/12/2013";"2013"
"37000";"Controladoria-Geral da União";"66000";"Controladoria-Geral da União";"110174";"DIRETORIA DE GESTAO INTERNA/SE/CGU";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarciment";"RECUPERACAO DE DESPESAS DE EXERC. ANTERIORES";"0,00";"0,00";"82725,78";"0,00";"31/12/2013";"2013"
"37000";"Controladoria-Geral da União";"66000";"Controladoria-Geral da União";"110174";"DIRETORIA DE GESTAO INTERNA/SE/CGU";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarciment";"RESTITUICOES DE CONVENIOS";"0,00";"0,00";"451584,61";"0,00";"31/12/2013";"2013"
"37000";"Controladoria-Geral da União";"66000";"Controladoria-Geral da União";"110174";"DIRETORIA DE GESTAO INTERNA/SE/CGU";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"MULTAS E JUROS PREVISTOS EM CONTRATOS";"0,00";"0,00";"306348,52";"0,00";"31/12/2013";"2013"
"37000";"Controladoria-Geral da União";"66000";"Controladoria-Geral da União";"110174";"DIRETORIA DE GESTAO INTERNA/SE/CGU";"Receitas Correntes";"Outras Receitas Correntes";"Demais receitas correntes";"OUTRAS RECEITAS";"0,00";"0,00";"15644,97";"0,00";"31/12/2013";"2013"
"37000";"Controladoria-Geral da União";"66000";"Controladoria-Geral da União";"110174";"DIRETORIA DE GESTAO INTERNA/SE/CGU";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"OUTROS SERVICOS FINANCEIROS";"1800000,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
"37000";"Controladoria-Geral da União";"66000";"Controladoria-Geral da União";"110174";"DIRETORIA DE GESTAO INTERNA/SE/CGU";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarciment";"OUTRAS INDENIZACOES";"0,00";"0,00";"87786,10";"0,00";"31/12/2013";"2013"
"37000";"Controladoria-Geral da União";"66000";"Controladoria-Geral da União";"110174";"DIRETORIA DE GESTAO INTERNA/SE/CGU";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"SERVICOS ADMINISTRATIVOS";"0,00";"0,00";"857,07";"0,00";"31/12/2013";"2013"
"37000";"Controladoria-Geral da União";"66000";"Controladoria-Geral da União";"110174";"DIRETORIA DE GESTAO INTERNA/SE/CGU";"Receitas de Capital";"Transferências de Capital";"Transferências de Instituições Privadas";"Transferências de Instituições Privadas";"403603,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22905";"Fundo de Defesa da Economia Cafeeira";"130137";"FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"PARCEL-OUTRAS MULTA/J DE MORA DIV AT OUT REC";"0,00";"0,00";"32623,94";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"Receitas de Capital";"Alienação de Bens";"Alienação de bens móveis";"ALIENACAO DE MOVEIS E UTENSILIOS";"0,00";"0,00";"35007,50";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA/SETORIAL";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"SERV.DE COM.LIVROS PERIOD.MAT.ESC.E PUBLICID.";"1333563,00";"0,00";"1358378,92";"101,8608734645457319900";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22905";"Fundo de Defesa da Economia Cafeeira";"130137";"FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarciment";"RECUPERACAO DE DESPESAS DE EXERC. ANTERIORES";"61810,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"Receitas de Capital";"Alienação de Bens";"Alienação de bens móveis";"ALIENACAO DE ANIMAIS REPRODUTORES E MATRIZES";"0,00";"0,00";"72041,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA/SETORIAL";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarciment";"OUTRAS RESTITUICOES";"221818,00";"0,00";"238259,95";"107,4123605839021179500";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22905";"Fundo de Defesa da Economia Cafeeira";"130137";"FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA";"Receitas Correntes";"Receita Patrimonial";"Valores Mobiliários";"REMUNERACAO DE DEPOSITOS BANCARIOS";"264946000,00";"0,00";"289008186,52";"109,0819210405139160400";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"OUTRAS MULTAS E JUROS DE MORA";"6379021,00";"0,00";"9351748,52";"146,6016261742985326400";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA/SETORIAL";"Receitas Correntes";"Transferências Correntes";"Transferências de Convênios";"TRANSFER. CONVENIOS DE INSTITUICOES PRIVADAS";"266200,00";"0,00";"1484508,43";"557,6665777610818933100";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22905";"Fundo de Defesa da Economia Cafeeira";"130137";"FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"OUTRAS MULTAS E JUROS DE MORA";"20149,00";"0,00";"548,49";"2,7221698347312521700";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"Receitas Correntes";"Outras Receitas Correntes";"Demais receitas correntes";"REC. DE LEILOES DE MERCADORIAS APREENDIDAS";"0,00";"0,00";"85952,17";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA/SETORIAL";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"OUTROS SERVICOS COMERCIAIS";"0,00";"0,00";"-37,90";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22905";"Fundo de Defesa da Economia Cafeeira";"130137";"FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"SERVICOS DE ARMAZENAGEM";"65487,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"Receitas Correntes";"Contribuições";"Contribuições econômicas";"CONTRIBUICAO S/ APOSTAS EM COMPET. HIPICAS";"686041,00";"0,00";"719128,79";"104,8230047475296665900";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA/SETORIAL";"Receitas Correntes";"Transferências Correntes";"Transferências de Convênios";"TRANSF.DOS ESTADOS DF E SUAS ENTIDADES";"340000,00";"0,00";"414092,36";"121,7918705882352941100";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22905";"Fundo de Defesa da Economia Cafeeira";"130137";"FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarciment";"RESTITUICOES DE CONVENIOS";"0,00";"0,00";"40472,45";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarciment";"RESTITUICOES DE CONVENIOS";"0,00";"0,00";"11537393,38";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA/SETORIAL";"Receitas Correntes";"Receita Patrimonial";"Exploração do patrimônio imobiliário do E";"TAXA DE OCUPACAO DE OUTROS IMOVEIS";"602908,00";"0,00";"365199,85";"60,5730642154358542200";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22905";"Fundo de Defesa da Economia Cafeeira";"130137";"FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"JUROS DE EMPRESTIMOS";"188251000,00";"0,00";"143508612,40";"76,2325896807985083700";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"Receitas Correntes";"Contribuições";"Contribuições sociais";"CONTRIBUICAO INDUSTRIAL RURAL";"8492960,00";"0,00";"40550429,32";"477,4593230157683540200";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA/SETORIAL";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"SERV.CONS,ASS.TEC.E AN.PROJ-APLICAÇÕES LIVR";"48957,00";"0,00";"20417,53";"41,7050268603059828000";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22905";"Fundo de Defesa da Economia Cafeeira";"130137";"FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA";"Receitas de Capital";"Outras Receitas de Capital";"Receita dívida ativa alienação de estoques";"Receita dívida ativa alienação de estoques";"300000,00";"0,00";"617295,80";"205,7652666666666666600";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"Receitas Correntes";"Receita Patrimonial";"Exploração do patrimônio imobiliário do E";"TAXA DE OCUPACAO DE TERRENOS DA UNIAO";"22604,00";"0,00";"20063,35";"88,7601751902318173700";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA/SETORIAL";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarciment";"RECUPERACAO DE DESPESAS DE EXERC. ANTERIORES";"2993083,00";"0,00";"2638630,14";"88,1576000398251568700";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22905";"Fundo de Defesa da Economia Cafeeira";"130137";"FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA";"Receitas de Capital";"Alienação de Bens";"Alienação de bens móveis";"ALIENACAO DE ESTOQUES PROPRIOS DO FUNCAFE";"48105000,00";"0,00";"76411,71";"0,1588435921421889600";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"OUTRAS MULTAS";"21784850,00";"0,00";"22808172,89";"104,6974061790648088000";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA/SETORIAL";"Receitas de Capital";"Alienação de Bens";"Alienação de bens móveis";"ALIENACAO DE MOVEIS E UTENSILIOS";"289160,00";"0,00";"105279,38";"36,4086941485682667000";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22905";"Fundo de Defesa da Economia Cafeeira";"130137";"FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA";"Receitas de Capital";"Outras Receitas de Capital";"Receita dívida ativa proveniente de amortiza";"Receita dívida ativa proveniente de amortiza";"361417,00";"0,00";"3203690,51";"886,4249634079193839800";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"Receitas Correntes";"Outras Receitas Correntes";"Demais receitas correntes";"OUTRAS RECEITAS";"0,00";"0,00";"82599,97";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA/SETORIAL";"Receitas Correntes";"Receita Patrimonial";"Valores Mobiliários";"REMUNERACAO DE DEPOSITOS BANCARIOS";"797994,00";"0,00";"934046,87";"117,0493600202507788200";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22905";"Fundo de Defesa da Economia Cafeeira";"130137";"FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA";"Receitas de Capital";"Amortizações de Empréstimos";"Amortizações de Empréstimos";"AMORTIZACOES DE CONTRATOS";"2855218000,00";"0,00";"2319861544,73";"81,2498921178698088900";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"Receitas de Capital";"Alienação de Bens";"Alienação de bens móveis";"ALIENACAO DE OUTROS BENS MOVEIS";"359956,00";"0,00";"-35007,50";"-9,7254942270721977100";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA/SETORIAL";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"OUTROS RECEITAS DE SERVICOS";"0,00";"0,00";"27606,66";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"Receitas Correntes";"Receita Agropecuária";"Receita da produção animal e derivados";"Receita da produção animal e derivados";"350042,00";"0,00";"107548,62";"30,7244902040326589300";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA/SETORIAL";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"MULTAS E JUROS DE MORA DE ALUGUEIS";"2500,00";"0,00";"8134,65";"325,3860000000000000000";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA";"Receitas Correntes";"Receita de Serviços";"Receita de Serviços";"SERVICOS DE METEOROLOGIA";"272300,00";"0,00";"7116,00";"2,6132941608520014600";"31/12/2013";"2013"
"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA/SETORIAL";"Receitas Correntes - intra-orçamentárias";"Outras Receitas Correntes";"Demais receitas correntes";"OUTRAS RECEITAS";"0,00";"0,00";"19393,59";"0,00";"31/12/2013";"2013"
