codigo_orgao_superior,nome_orgao_superior,codigo_orgao,nome_orgao,codigo_unidade_gestora,nome_unidade_gestora,categoria_economica,origem_receita,especie_receita,detalhamento,valor_previsto_atualizado,valor_lancado,valor_realizado,percentual_realizado,data_lancamento
63000,Advocacia-Geral da União,63000,Advocacia-Geral da União - Unidades com vínculo direto,110060,COORD. GERAL DE ORC. FIN. E ANAL. CONT. - AGU,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",OUTRAS INDENIZACOES,0.0,0.0,1256728.01,0.0,31/12/2013
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas de Capital,Transferências de Capital,Transferências dos Municípios e de suas Ent,Transferências dos Municípios e de suas Ent,0.0,0.0,17308329.7,0.0,31/12/2013
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",RESTITUICAO DE CONTRIB. PREVID.COMPLEMENTARES,0.0,0.0,182279476.92,0.0,31/12/2013
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Receita de Serviços,Receita de Serviços,SERVICOS ADMINISTRATIVOS,12029411.0,0.0,13923464.23,115.74518677597764,31/12/2013
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Transferências Correntes,Transferências dos Municípios e de suas Ent,Transferências dos Municípios e de suas Ent,40000000.0,0.0,0.0,0.0,31/12/2013
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Receita de Serviços,Receita de Serviços,TARIFA PELO USO DO SISTEMA DE INFORM.DO BACEN,158250775.0,0.0,158481479.08,100.14578385477101,31/12/2013
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas de Capital,Alienação de Bens,Alienação de bens móveis,ALIENACAO DE OUTROS BENS MOVEIS,91426.0,0.0,2320.13,2.5377135606938945,31/12/2013
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Outras Receitas Correntes,Demais receitas correntes,RECEITA DE HONORÁRIOS DE ADVOGADOS,8492122.0,0.0,6403443.62,75.40451750457659,31/12/2013
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Receita de Serviços,Receita de Serviços,SERV.DE COM.LIVROS PERIOD.MAT.ESC.E PUBLICID.,870004.0,0.0,1252998.5,144.0221539211314,31/12/2013
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",OUTRAS RESTITUICOES,3266793.0,0.0,166806154.68,5106.11338643128,31/12/2013
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Receita Patrimonial,Exploração do patrimônio imobiliário do E,TAXA DE OCUPACAO DE OUTROS IMOVEIS,16969.0,0.0,14520.0,85.56780010607578,31/12/2013
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Outras Receitas Correntes,"Bens, Direitos e Valores Incorporados ao Patr",REC.DIVIDA ATIVA NAO TRIBUTARIA DE OUTRAS REC,6980485.0,0.0,7162342.43,102.60522628442007,31/12/2013
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Receita de Serviços,Receita de Serviços,OUTROS RECEITAS DE SERVICOS,5592710.0,0.0,6518977.19,116.5620457702974,31/12/2013
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Receita de Serviços,Receita de Serviços,TARIFA PELO USO DO SIST.DE TRANSF. RES. BACEN,15671998.0,0.0,30212959.68,192.78307513821787,31/12/2013
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Outras Receitas Correntes,"Multas administrativas, contratuais e judicia",OUTRAS MULTAS,103789778.0,0.0,58586832.29,56.44759379868796,31/12/2013
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Outras Receitas Correntes,Demais receitas correntes,OUTRAS RECEITAS,3216889.0,0.0,25303241.99,786.5749172570145,31/12/2013
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Receita de Serviços,Receita de Serviços,SERVICOS DE PROCESSAMENTO DE DADOS,8000000.0,0.0,6559675.56,81.9959445,31/12/2013
37000,Controladoria-Geral da União,66000,Controladoria-Geral da União,110174,DIRETORIA DE GESTAO INTERNA/SE/CGU,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",OUTRAS RESTITUICOES,0.0,0.0,305827.92,0.0,31/12/2013
37000,Controladoria-Geral da União,66000,Controladoria-Geral da União,110174,DIRETORIA DE GESTAO INTERNA/SE/CGU,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",RECUPERACAO DE DESPESAS DE EXERC. ANTERIORES,0.0,0.0,82725.78,0.0,31/12/2013
37000,Controladoria-Geral da União,66000,Controladoria-Geral da União,110174,DIRETORIA DE GESTAO INTERNA/SE/CGU,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",RESTITUICOES DE CONVENIOS,0.0,0.0,451584.61,0.0,31/12/2013
37000,Controladoria-Geral da União,66000,Controladoria-Geral da União,110174,DIRETORIA DE GESTAO INTERNA/SE/CGU,Receitas Correntes,Outras Receitas Correntes,"Multas administrativas, contratuais e judicia",MULTAS E JUROS PREVISTOS EM CONTRATOS,0.0,0.0,306348.52,0.0,31/12/2013
37000,Controladoria-Geral da União,66000,Controladoria-Geral da União,110174,DIRETORIA DE GESTAO INTERNA/SE/CGU,Receitas Correntes,Outras Receitas Correntes,Demais receitas correntes,OUTRAS RECEITAS,0.0,0.0,15644.97,0.0,31/12/2013
37000,Controladoria-Geral da União,66000,Controladoria-Geral da União,110174,DIRETORIA DE GESTAO INTERNA/SE/CGU,Receitas Correntes,Receita de Serviços,Receita de Serviços,OUTROS SERVICOS FINANCEIROS,1800000.0,0.0,0.0,0.0,31/12/2013
37000,Controladoria-Geral da União,66000,Controladoria-Geral da União,110174,DIRETORIA DE GESTAO INTERNA/SE/CGU,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",OUTRAS INDENIZACOES,0.0,0.0,87786.1,0.0,31/12/2013
37000,Controladoria-Geral da União,66000,Controladoria-Geral da União,110174,DIRETORIA DE GESTAO INTERNA/SE/CGU,Receitas Correntes,Receita de Serviços,Receita de Serviços,SERVICOS ADMINISTRATIVOS,0.0,0.0,857.07,0.0,31/12/2013
37000,Controladoria-Geral da União,66000,Controladoria-Geral da União,110174,DIRETORIA DE GESTAO INTERNA/SE/CGU,Receitas de Capital,Transferências de Capital,Transferências de Instituições Privadas,Transferências de Instituições Privadas,403603.0,0.0,0.0,0.0,31/12/2013
22000,Ministério da Agricultura e Pecuária,22905,Fundo de Defesa da Economia Cafeeira,130137,FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA,Receitas Correntes,Outras Receitas Correntes,"Multas administrativas, contratuais e judicia",PARCEL-OUTRAS MULTA/J DE MORA DIV AT OUT REC,0.0,0.0,32623.94,0.0,31/12/2013
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas de Capital,Alienação de Bens,Alienação de bens móveis,ALIENACAO DE MOVEIS E UTENSILIOS,0.0,0.0,35007.5,0.0,31/12/2013
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas Correntes,Receita de Serviços,Receita de Serviços,SERV.DE COM.LIVROS PERIOD.MAT.ESC.E PUBLICID.,1333563.0,0.0,1358378.92,101.86087346454573,31/12/2013
22000,Ministério da Agricultura e Pecuária,22905,Fundo de Defesa da Economia Cafeeira,130137,FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",RECUPERACAO DE DESPESAS DE EXERC. ANTERIORES,61810.0,0.0,0.0,0.0,31/12/2013
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas de Capital,Alienação de Bens,Alienação de bens móveis,ALIENACAO DE ANIMAIS REPRODUTORES E MATRIZES,0.0,0.0,72041.0,0.0,31/12/2013
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",OUTRAS RESTITUICOES,221818.0,0.0,238259.95,107.41236058390211,31/12/2013
22000,Ministério da Agricultura e Pecuária,22905,Fundo de Defesa da Economia Cafeeira,130137,FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA,Receitas Correntes,Receita Patrimonial,Valores Mobiliários,REMUNERACAO DE DEPOSITOS BANCARIOS,264946000.0,0.0,289008186.52,109.08192104051392,31/12/2013
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Outras Receitas Correntes,"Multas administrativas, contratuais e judicia",OUTRAS MULTAS E JUROS DE MORA,6379021.0,0.0,9351748.52,146.60162617429853,31/12/2013
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas Correntes,Transferências Correntes,Transferências de Convênios,TRANSFER. CONVENIOS DE INSTITUICOES PRIVADAS,266200.0,0.0,1484508.43,557.6665777610818,31/12/2013
22000,Ministério da Agricultura e Pecuária,22905,Fundo de Defesa da Economia Cafeeira,130137,FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA,Receitas Correntes,Outras Receitas Correntes,"Multas administrativas, contratuais e judicia",OUTRAS MULTAS E JUROS DE MORA,20149.0,0.0,548.49,2.722169834731252,31/12/2013
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Outras Receitas Correntes,Demais receitas correntes,REC. DE LEILOES DE MERCADORIAS APREENDIDAS,0.0,0.0,85952.17,0.0,31/12/2013
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas Correntes,Receita de Serviços,Receita de Serviços,OUTROS SERVICOS COMERCIAIS,0.0,0.0,-37.9,0.0,31/12/2013
22000,Ministério da Agricultura e Pecuária,22905,Fundo de Defesa da Economia Cafeeira,130137,FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA,Receitas Correntes,Receita de Serviços,Receita de Serviços,SERVICOS DE ARMAZENAGEM,65487.0,0.0,0.0,0.0,31/12/2013
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Contribuições,Contribuições econômicas,CONTRIBUICAO S/ APOSTAS EM COMPET. HIPICAS,686041.0,0.0,719128.79,104.82300474752967,31/12/2013
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas Correntes,Transferências Correntes,Transferências de Convênios,TRANSF.DOS ESTADOS DF E SUAS ENTIDADES,340000.0,0.0,414092.36,121.7918705882353,31/12/2013
22000,Ministério da Agricultura e Pecuária,22905,Fundo de Defesa da Economia Cafeeira,130137,FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",RESTITUICOES DE CONVENIOS,0.0,0.0,40472.45,0.0,31/12/2013
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",RESTITUICOES DE CONVENIOS,0.0,0.0,11537393.38,0.0,31/12/2013
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas Correntes,Receita Patrimonial,Exploração do patrimônio imobiliário do E,TAXA DE OCUPACAO DE OUTROS IMOVEIS,602908.0,0.0,365199.85,60.573064215435856,31/12/2013
22000,Ministério da Agricultura e Pecuária,22905,Fundo de Defesa da Economia Cafeeira,130137,FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA,Receitas Correntes,Receita de Serviços,Receita de Serviços,JUROS DE EMPRESTIMOS,188251000.0,0.0,143508612.4,76.23258968079851,31/12/2013
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Contribuições,Contribuições sociais,CONTRIBUICAO INDUSTRIAL RURAL,8492960.0,0.0,40550429.32,477.45932301576835,31/12/2013
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas Correntes,Receita de Serviços,Receita de Serviços,"SERV.CONS,ASS.TEC.E AN.PROJ-APLICAÇÕES LIVR",48957.0,0.0,20417.53,41.705026860305985,31/12/2013
22000,Ministério da Agricultura e Pecuária,22905,Fundo de Defesa da Economia Cafeeira,130137,FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA,Receitas de Capital,Outras Receitas de Capital,Receita dívida ativa alienação de estoques,Receita dívida ativa alienação de estoques,300000.0,0.0,617295.8,205.76526666666666,31/12/2013
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Receita Patrimonial,Exploração do patrimônio imobiliário do E,TAXA DE OCUPACAO DE TERRENOS DA UNIAO,22604.0,0.0,20063.35,88.76017519023182,31/12/2013
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",RECUPERACAO DE DESPESAS DE EXERC. ANTERIORES,2993083.0,0.0,2638630.14,88.15760003982516,31/12/2013
22000,Ministério da Agricultura e Pecuária,22905,Fundo de Defesa da Economia Cafeeira,130137,FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA,Receitas de Capital,Alienação de Bens,Alienação de bens móveis,ALIENACAO DE ESTOQUES PROPRIOS DO FUNCAFE,48105000.0,0.0,76411.71,0.15884359214218896,31/12/2013
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Outras Receitas Correntes,"Multas administrativas, contratuais e judicia",OUTRAS MULTAS,21784850.0,0.0,22808172.89,104.69740617906481,31/12/2013
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas de Capital,Alienação de Bens,Alienação de bens móveis,ALIENACAO DE MOVEIS E UTENSILIOS,289160.0,0.0,105279.38,36.408694148568266,31/12/2013
22000,Ministério da Agricultura e Pecuária,22905,Fundo de Defesa da Economia Cafeeira,130137,FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA,Receitas de Capital,Outras Receitas de Capital,Receita dívida ativa proveniente de amortiza,Receita dívida ativa proveniente de amortiza,361417.0,0.0,3203690.51,886.4249634079193,31/12/2013
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Outras Receitas Correntes,Demais receitas correntes,OUTRAS RECEITAS,0.0,0.0,82599.97,0.0,31/12/2013
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas Correntes,Receita Patrimonial,Valores Mobiliários,REMUNERACAO DE DEPOSITOS BANCARIOS,797994.0,0.0,934046.87,117.04936002025077,31/12/2013
22000,Ministério da Agricultura e Pecuária,22905,Fundo de Defesa da Economia Cafeeira,130137,FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA,Receitas de Capital,Amortizações de Empréstimos,Amortizações de Empréstimos,AMORTIZACOES DE CONTRATOS,2855218000.0,0.0,2319861544.73,81.2498921178698,31/12/2013
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas de Capital,Alienação de Bens,Alienação de bens móveis,ALIENACAO DE OUTROS BENS MOVEIS,359956.0,0.0,-35007.5,-9.725494227072197,31/12/2013
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas Correntes,Receita de Serviços,Receita de Serviços,OUTROS RECEITAS DE SERVICOS,0.0,0.0,27606.66,0.0,31/12/2013
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Receita Agropecuária,Receita da produção animal e derivados,Receita da produção animal e derivados,350042.0,0.0,107548.62,30.72449020403266,31/12/2013
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas Correntes,Outras Receitas Correntes,"Multas administrativas, contratuais e judicia",MULTAS E JUROS DE MORA DE ALUGUEIS,2500.0,0.0,8134.65,325.386,31/12/2013
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Receita de Serviços,Receita de Serviços,SERVICOS DE METEOROLOGIA,272300.0,0.0,7116.0,2.6132941608520013,31/12/2013
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas Correntes - intra-orçamentárias,Outras Receitas Correntes,Demais receitas correntes,OUTRAS RECEITAS,0.0,0.0,19393.59,0.0,31/12/2013
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Receita de Serviços,Receita de Serviços,SERVICOS DE ESTUDOS E PESQUISAS,102751.0,0.0,43895.76,42.720518535099416,31/12/2013
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas Correntes,Receita de Serviços,Receita de Serviços,SERVICOS DE REGISTRO DO COMERCIO,0.0,0.0,27.0,0.0,31/12/2013
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",OUTRAS INDENIZACOES,0.0,0.0,3225351.1,0.0,31/12/2013
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas de Capital,Alienação de Bens,Alienação de bens móveis,ALIENACAO DE ANIMAIS REPRODUTORES E MATRIZES,3094106.0,0.0,679154.85,21.949954203249664,31/12/2013
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas de Capital,Transferências de Capital,Transferências de Pessoas Físicas,"TRANSF.DE CONV.DOS ESTADOS,DF E S/ENTIDADES",1000000.0,0.0,0.0,0.0,31/12/2013
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas Correntes,Outras Receitas Correntes,"Multas administrativas, contratuais e judicia",OUTRAS MULTAS E JUROS DE MORA,2124.0,0.0,1929.87,90.86016949152543,31/12/2013
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Receita de Serviços,Receita de Serviços,SERVICOS ADMINISTRATIVOS,4575.0,0.0,680.12,14.86601092896175,31/12/2013
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas Correntes,Receita de Serviços,Receita de Serviços,SERV.COMERCIAIS DE PROD.DADOS E MAT.INFORMATI,6608.0,0.0,0.0,0.0,31/12/2013
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",INDENIZ. POR DANOS CAUSADOS AO PATR. PUBLICO,3368.0,0.0,47034.88,1396.522565320665,31/12/2013
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas Correntes - intra-orçamentárias,Outras Receitas Correntes,Indenizações e restituições,OUTRAS RESTITUICOES,102776.0,0.0,20.26,0.01971277341013466,31/12/2013
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Receita Agropecuária,Receita da produção vegetal,Receita da produção vegetal,345511.0,0.0,90707.3,26.25308600883908,31/12/2013
