codigo_orgao_superior,nome_orgao_superior,codigo_orgao,nome_orgao,codigo_unidade_gestora,nome_unidade_gestora,categoria_economica,origem_receita,especie_receita,detalhamento,valor_previsto_atualizado,valor_lancado,valor_realizado,percentual_realizado,data_lancamento
63000,Advocacia-Geral da União,63000,Advocacia-Geral da União - Unidades com vínculo direto,110060,COORD. GERAL DE ORC. FIN. E ANAL. CONT. - AGU,Receitas Correntes,Receita de Serviços,Receita de Serviços,TAR.INSCR.CONCURSOS E PROCESSOS SELETIVOS,636000.0,0.0,4486964.41,705.4975487421384,31/12/2015
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",OUTRAS RESTITUICOES,41584793.0,0.0,182424462.2,438.6807028232652,31/12/2015
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas de Capital,Transferências de Capital,Transferências dos Municípios e de suas Ent,TRANSFERENCIAS DE INSTITUICOES PRIVADAS,116882640.0,0.0,0.0,0.0,31/12/2015
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",OUTRAS INDENIZACOES,0.0,0.0,523210.98,0.0,31/12/2015
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",RESTITUICAO DE CONTRIB. PREVID.COMPLEMENTARES,187202358.0,0.0,0.0,0.0,31/12/2015
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Outras Receitas Correntes,"Bens, Direitos e Valores Incorporados ao Patr",REC.DIVIDA ATIVA NAO TRIBUTARIA DE OUTRAS REC,9545684.0,0.0,12099120.51,126.74964423712329,31/12/2015
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Receita de Serviços,Receita de Serviços,TARIFA PELO USO DO SIST.DE TRANSF. RES. BACEN,33214350.0,0.0,37772996.44,113.72493045927438,31/12/2015
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Transferências Correntes,Transferências dos Municípios e de suas Ent,TRANSFERENCIAS DE INSTITUICOES PRIVADAS,0.0,0.0,91431248.75,0.0,31/12/2015
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Outras Receitas Correntes,"Multas administrativas, contratuais e judicia",OUTRAS MULTAS E JUROS DE MORA,0.0,0.0,162300.3,0.0,31/12/2015
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Receita Patrimonial,Valores Mobiliários,DIVIDENDOS,0.0,0.0,2958967.45,0.0,31/12/2015
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Receita de Serviços,Receita de Serviços,OUTROS RECEITAS DE SERVICOS,6078964.0,0.0,3116764.26,51.271306426555576,31/12/2015
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Outras Receitas Correntes,Demais receitas correntes,RECEITA DE HONORARIOS DE ADVOGADOS,3553835.0,0.0,2704151.68,76.09108695254562,31/12/2015
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Receita de Serviços,Receita de Serviços,OUTROS SERVICOS COMERCIAIS,0.0,0.0,36896588.25,0.0,31/12/2015
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Receita de Serviços,Receita de Serviços,SERV.DE COM.LIVROS PERIOD.MAT.ESC.E PUBLICID.,3053865.0,0.0,0.0,0.0,31/12/2015
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Receita Patrimonial,Exploração do patrimônio imobiliário do E,TAXA DE OCUPACAO DE OUTROS IMOVEIS,8712.0,0.0,441.8,5.071166207529844,31/12/2015
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Outras Receitas Correntes,"Multas administrativas, contratuais e judicia",OUTRAS MULTAS,41591738.0,0.0,131323452.34,315.7440844140728,31/12/2015
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Receita de Serviços,Receita de Serviços,SERVICOS DE PROCESSAMENTO DE DADOS,8846919.0,0.0,12185831.45,137.74096326642078,31/12/2015
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Receita de Serviços,Receita de Serviços,SERVICOS ADMINISTRATIVOS,14130054.0,0.0,17989220.86,127.31176299821642,31/12/2015
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Outras Receitas Correntes,Demais receitas correntes,OUTRAS RECEITAS,26375497.0,0.0,5254764.94,19.922903974093835,31/12/2015
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Outras Receitas Correntes,"Multas administrativas, contratuais e judicia",OUTRAS MULT.JUR.MORA DIV.ATIV.OUTR.RECEITAS,0.0,0.0,520926.67,0.0,31/12/2015
25201,Banco Central do Brasil - Orçamento Fiscal e,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,173057,BANCO CENTRAL DO BRASIL,Receitas Correntes,Receita de Serviços,Receita de Serviços,TARIFA PELO USO DO SISTEMA DE INFORM.DO BACEN,159532162.0,0.0,156622386.55,98.17605715767834,31/12/2015
37000,Controladoria-Geral da União,66000,Controladoria-Geral da União,110174,DIRETORIA DE GESTAO INTERNA/SE/CGU,Receitas Correntes,Outras Receitas Correntes,"Multas administrativas, contratuais e judicia",MULTAS E JUROS PREVISTOS EM CONTRATOS,0.0,0.0,72414.15,0.0,31/12/2015
37000,Controladoria-Geral da União,66000,Controladoria-Geral da União,110174,DIRETORIA DE GESTAO INTERNA/SE/CGU,Receitas Correntes,Transferências Correntes,Transferências de Instituições Privadas,TRANSFERENCIAS DO EXTERIOR,311560.0,0.0,0.0,0.0,31/12/2015
37000,Controladoria-Geral da União,66000,Controladoria-Geral da União,110174,DIRETORIA DE GESTAO INTERNA/SE/CGU,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",RECUPERACAO DE DESPESAS DE EXERC. ANTERIORES,0.0,0.0,648313.86,0.0,31/12/2015
37000,Controladoria-Geral da União,66000,Controladoria-Geral da União,110174,DIRETORIA DE GESTAO INTERNA/SE/CGU,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",RESTITUICOES DE CONVENIOS - PRIMARIAS,0.0,0.0,5875.67,0.0,31/12/2015
37000,Controladoria-Geral da União,66000,Controladoria-Geral da União,110174,DIRETORIA DE GESTAO INTERNA/SE/CGU,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",INDENIZ. POR DANOS CAUSADOS AO PATR. PUBLICO,0.0,0.0,47157.0,0.0,31/12/2015
37000,Controladoria-Geral da União,66000,Controladoria-Geral da União,110174,DIRETORIA DE GESTAO INTERNA/SE/CGU,Receitas Correntes,Receita de Serviços,Receita de Serviços,OUTROS SERVICOS FINANCEIROS,5853700.0,0.0,0.0,0.0,31/12/2015
37000,Controladoria-Geral da União,66000,Controladoria-Geral da União,110174,DIRETORIA DE GESTAO INTERNA/SE/CGU,Receitas Correntes,Outras Receitas Correntes,Demais receitas correntes,OUTRAS RECEITAS,0.0,0.0,1713.03,0.0,31/12/2015
37000,Controladoria-Geral da União,66000,Controladoria-Geral da União,110174,DIRETORIA DE GESTAO INTERNA/SE/CGU,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",OUTRAS RESTITUICOES,0.0,0.0,107578.81,0.0,31/12/2015
37000,Controladoria-Geral da União,66000,Controladoria-Geral da União,110174,DIRETORIA DE GESTAO INTERNA/SE/CGU,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",OUTRAS INDENIZACOES,0.0,0.0,197.0,0.0,31/12/2015
37000,Controladoria-Geral da União,66000,Controladoria-Geral da União,110174,DIRETORIA DE GESTAO INTERNA/SE/CGU,Receitas Correntes,Receita de Serviços,Receita de Serviços,SERVICOS ADMINISTRATIVOS,0.0,0.0,1197.8,0.0,31/12/2015
22000,Ministério da Agricultura e Pecuária,22905,Fundo de Defesa da Economia Cafeeira,130137,FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA,Receitas de Capital,Outras Receitas de Capital,Receita dívida ativa proveniente de amortiza,REC.DIV.ATIVA PROV.DE AMORTIZ.EMPREST.FINANC.,4201145.0,0.0,3394366.94,80.79623388385785,31/12/2015
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Outras Receitas Correntes,"Multas administrativas, contratuais e judicia",MUL.APLIC.PELOS TRIBUNAIS DE CONTAS,0.0,0.0,648.01,0.0,31/12/2015
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas Correntes,Receita de Serviços,Receita de Serviços,SERVICOS AGROPECUARIOS,142424.0,0.0,62223.14,43.68866202325451,31/12/2015
22000,Ministério da Agricultura e Pecuária,22905,Fundo de Defesa da Economia Cafeeira,130137,FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",RECUPERACAO DE DESPESAS DE EXERC. ANTERIORES,0.0,0.0,310670.45,0.0,31/12/2015
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",RECUPERACAO DE DESPESAS DE EXERC. ANTERIORES,0.0,0.0,29216189.17,0.0,31/12/2015
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas Correntes,Outras Receitas Correntes,"Multas administrativas, contratuais e judicia",OUTRAS MULTAS E JUROS DE MORA,3017.0,0.0,6725.17,222.90918130593303,31/12/2015
22000,Ministério da Agricultura e Pecuária,22905,Fundo de Defesa da Economia Cafeeira,130137,FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA,Receitas Correntes,Receita Patrimonial,Valores Mobiliários,REMUNERACAO DE DEPOSITOS BANCARIOS,320510078.0,0.0,354770395.92,110.68931065562313,31/12/2015
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Outras Receitas Correntes,Demais receitas correntes,REC. DE LEILOES DE MERCADORIAS APREENDIDAS,0.0,0.0,29700.0,0.0,31/12/2015
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas Correntes,Transferências Correntes,Transferências de Convênios,TRANSFERENCIAS CONVENIOS DA UNIAO E ENTIDADES,1771640.0,0.0,0.0,0.0,31/12/2015
22000,Ministério da Agricultura e Pecuária,22905,Fundo de Defesa da Economia Cafeeira,130137,FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",OUTRAS INDENIZACOES,0.0,0.0,147217.12,0.0,31/12/2015
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Outras Receitas Correntes,Demais receitas correntes,OUTRAS RECEITAS,0.0,0.0,116152.18,0.0,31/12/2015
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas de Capital,Alienação de Bens,Alienação de bens móveis,ALIENACAO DE EQUIPAMENTOS,368720.0,0.0,88496.04,24.00087871555652,31/12/2015
22000,Ministério da Agricultura e Pecuária,22905,Fundo de Defesa da Economia Cafeeira,130137,FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA,Receitas de Capital,Alienação de Bens,Alienação de bens móveis,ALIENACAO DE ESTOQUES PROPRIOS DO FUNCAFE,10259633.0,0.0,75025.43,0.731268165245287,31/12/2015
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",OUTRAS RESTITUICOES,0.0,0.0,333.9,0.0,31/12/2015
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas Correntes,Receita de Serviços,Receita de Serviços,SERVICOS DE ESTUDOS E PESQUISAS,722915.0,0.0,156389.13,21.633128376088475,31/12/2015
22000,Ministério da Agricultura e Pecuária,22905,Fundo de Defesa da Economia Cafeeira,130137,FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",RESTITUICOES DE CONVENIOS - PRIMARIAS,0.0,0.0,92388.59,0.0,31/12/2015
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Receita de Serviços,Receita de Serviços,SERVICOS DE METEOROLOGIA,0.0,0.0,218.4,0.0,31/12/2015
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas Correntes,Receita de Serviços,Receita de Serviços,CERTIFICACAO DE PRODUTOS E SERVICOS,0.0,0.0,27.03,0.0,31/12/2015
22000,Ministério da Agricultura e Pecuária,22905,Fundo de Defesa da Economia Cafeeira,130137,FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA,Receitas de Capital,Amortizações de Empréstimos,Amortizações de Empréstimos,AMORTIZACOES DE CONTRATOS,3745585106.0,0.0,3436513293.47,91.74837031376214,31/12/2015
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Outras Receitas Correntes,"Bens, Direitos e Valores Incorporados ao Patr",REC.DIV.AT. CONTR. S/ APOSTA EM COMP. HIPICAS,3294061.0,0.0,0.0,0.0,31/12/2015
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas Correntes,Outras Receitas Correntes,"Multas administrativas, contratuais e judicia",MULTAS E JUROS DE MORA DE ARRENDAMENTOS,0.0,0.0,751.36,0.0,31/12/2015
22000,Ministério da Agricultura e Pecuária,22905,Fundo de Defesa da Economia Cafeeira,130137,FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA,Receitas Correntes,Receita de Serviços,Receita de Serviços,JUROS DE EMPRESTIMOS,243463032.0,0.0,176432255.06,72.46778026653344,31/12/2015
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",OUTRAS INDENIZACOES,0.0,0.0,1615775.82,0.0,31/12/2015
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas Correntes,Outras Receitas Correntes,"Multas administrativas, contratuais e judicia",MULTAS POR AUTOS DE INFRACAO,0.0,0.0,127.69,0.0,31/12/2015
22000,Ministério da Agricultura e Pecuária,22905,Fundo de Defesa da Economia Cafeeira,130137,FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA,Receitas de Capital,Outras Receitas de Capital,Receita dívida ativa alienação de estoques,RECEITA DIV ATIVA ALIENACAO ESTOQUES DE CAFE,702471.0,0.0,278248.14,39.60991129882942,31/12/2015
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Receita Patrimonial,Exploração do patrimônio imobiliário do E,TAXA DE OCUPACAO DE TERRENOS DA UNIAO,19956.0,0.0,21882.44,109.6534375626378,31/12/2015
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas Correntes,Outras Receitas Correntes,"Multas administrativas, contratuais e judicia",MULTAS E JUROS DE MORA DE TAXAS DE OCUPACAO,0.0,0.0,393.36,0.0,31/12/2015
22000,Ministério da Agricultura e Pecuária,22905,Fundo de Defesa da Economia Cafeeira,130137,FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA,Receitas Correntes,Outras Receitas Correntes,"Multas administrativas, contratuais e judicia",PARCEL-OUTRAS MULTA/J DE MORA DIV AT OUT REC,32839.0,0.0,18018.73,54.86991077682024,31/12/2015
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Receita de Serviços,Receita de Serviços,TAR.INSCR.CONCURSOS E PROCESSOS SELETIVOS,0.0,0.0,50.05,0.0,31/12/2015
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas de Capital,Alienação de Bens,Alienação de bens imóveis,ALIENACAO DE IMOVEIS RURAIS,362747.0,0.0,32500.33,8.959503455576476,31/12/2015
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Contribuições,Contribuições econômicas,CONTRIBUICAO S/ APOSTAS EM COMPET. HIPICAS,642458.0,0.0,618021.25,96.19636614377904,31/12/2015
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",RECUPERACAO DE DESPESAS DE EXERC. ANTERIORES,1800000.0,0.0,4113081.63,228.504535,31/12/2015
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Receita de Serviços,Receita de Serviços,"SERV.CONS,ASS.TEC.E AN.PROJ-APLICACOES LIVRES",20280.0,0.0,9097.9,44.86143984220907,31/12/2015
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas Correntes,Receita Agropecuária,Outras receitas agropecuárias,OUTRAS RECEITAS AGROPECUARIAS,0.0,0.0,5999.99,0.0,31/12/2015
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Outras Receitas Correntes,"Multas administrativas, contratuais e judicia",MULTAS S/ FISCALIZACAO REDE DE PROD.ORGANICA,10000.0,0.0,5000.0,50.0,31/12/2015
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas de Capital,Alienação de Bens,Alienação de bens móveis,ALIENACAO DE OUTROS BENS MOVEIS,546001.0,0.0,1227451.64,224.80758093849644,31/12/2015
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",RESTITUICOES DE CONVENIOS - PRIMARIAS,0.0,0.0,14807820.86,0.0,31/12/2015
22000,Ministério da Agricultura e Pecuária,22202,Empresa Brasileira de Pesquisa Agropecuária,135037,EMBRAPA/SETORIAL,Receitas Correntes,Outras Receitas Correntes,"Indenizações, restituições e ressarciment",RESTITUICOES DE CONVENIOS - PRIMARIAS,0.0,0.0,703767.9,0.0,31/12/2015
22000,Ministério da Agricultura e Pecuária,22000,Ministério da Agricultura e Pecuária - Unidades com vínculo direto,130101,COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,Receitas Correntes,Contribuições,Contribuições sociais,ADICIONAL A CONTRIBUICAO PREVIDENCIARIA,9965557.0,0.0,187542512.53,1881.9069775026123,31/12/2015
